Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
FAST,Fastenal Company,38.24,$21.96B,1987,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,4.5276,$53.62M,2017,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",28.12,$2.13B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",21.02,$79.56M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbss
FNHC,FedNat Holding Company,15.76,$235.88M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/fnhc
FLLC,Fellazo Inc.,10.07,$75.27M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fllc
FLLCR,Fellazo Inc.,0.1899,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fllcr
FLLCU,Fellazo Inc.,10.25,$61.29M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fllcu
FLLCW,Fellazo Inc.,0.07,"$418,565 ",2019,Finance,Business Services,https://old.nasdaq.com/symbol/fllcw
FENC,Fennec Pharmaceuticals Inc.,7.55,$150.21M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,1.01,$170.81M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.68,$82.29M,2017,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ffbw
FGEN,"FibroGen, Inc",44.51,$3.88B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",57.73,$218.31M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,379.21,$2.45B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oneq
FDUS,Fidus Investment Corporation,15.46,$378.2M,2011,n/a,n/a,https://old.nasdaq.com/symbol/fdus
FDUSG,Fidus Investment Corporation,25.6792,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdusg
FDUSL,Fidus Investment Corporation,26.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdusl
FDUSZ,Fidus Investment Corporation,25.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdusz
FRGI,"Fiesta Restaurant Group, Inc.",10.34,$284.11M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,29.83,$21.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,29.2,$525.6M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbi
FITBO,Fifth Third Bancorp,26.035,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbo
FITBP,Fifth Third Bancorp,27.53,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbp
FISI,"Financial Institutions, Inc.",30.67,$490.67M,1999,Finance,Major Banks,https://old.nasdaq.com/symbol/fisi
FNJN,"Finjan Holdings, Inc.",1.79,$49.48M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/fnjn
FSRV,FinServ Acquisition Corp.,9.98,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fsrv
FSRVU,FinServ Acquisition Corp.,10.47,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fsrvu
FSRVW,FinServ Acquisition Corp.,1.15,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fsrvw
FTAC,FinTech Acquisition Corp. III,10.24,$453.5M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ftac
FTACU,FinTech Acquisition Corp. III,10.9,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/ftacu
FTACW,FinTech Acquisition Corp. III,1.5,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ftacw
FEYE,"FireEye, Inc.",16.46,$3.57B,2013,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/feye
FBNC,First Bancorp,37.39,$1.11B,1987,Finance,Major Banks,https://old.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",28.5,$310.64M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnlc
FRBA,First Bank,10.8,$220.96M,2013,n/a,n/a,https://old.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,26.06,$1.43B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",25.82,$221.18M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",67.82,$228.12M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fcap
FCBP,First Choice Bancorp,24.71,$287.51M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",534.54,$5.72B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcnca
FCBC,"First Community Bankshares, Inc.",30.98,$551.79M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,20.86,$155.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcco
FDEF,First Defiance Financial Corp.,28.49,$1.07B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,25.01,$2.46B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffbc
FFIN,"First Financial Bankshares, Inc.",35,$4.98B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,44.47,$611.1M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",15.19,$155.74M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,17.41,$777.72M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",19.76,$192.49M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",29.59,$3.84B,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,27.65,$269.36M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.99,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbkl
INBKZ,First Internet Bancorp,26.15,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbkz
FIBK,"First Interstate BancSystem, Inc.",39.62,$2.59B,2010,Finance,Major Banks,https://old.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,41.96,$2.32B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/frme
FMBH,"First Mid Bancshares, Inc.",33.33,$555.73M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",21.29,$2.34B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fmbi
FXNC,First National Corporation,20.99,$104.31M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fxnc
FNWB,First Northwest Bancorp,16.91,$181.47M,2015,Finance,Banks,https://old.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",63.82,$150.45M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fsfg
FSEA,First Seacoast Bancorp,9.6774,$58.87M,2019,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fsea
FSLR,"First Solar, Inc.",54.61,$5.76B,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,25.365,$26.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,27.635,$19.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,29.2527,$137.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,16.83,$121.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,22.947,$86.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,54.375,$81.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,25.075,$5.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,63.06,$3.7B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,23.575,$37.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,25.975,$9.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,67.66,$2.59B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,52.2416,$31.35M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,54.84,$660.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,36.87,$9.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,29.56,$437.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,33.72,$2.55B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,21.195,$491.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifv
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,27.7799,$58.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ddiv
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,24.0137,$115.27M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvol
DVLU,First Trust Dorsey Wright Momentum & Value ETF,19.9904,$20.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvlu
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,34.7504,$71.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,22.4301,$77.38M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dali
FDNI,First Trust Dow Jones International Internet ETF,26.4596,$7.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdni
FEM,First Trust Emerging Markets AlphaDEX Fund,25.81,$659.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,50.8432,$10.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.4609,$194.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,37.88,$157.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,60.19,$5.05B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,37.715,$503.5M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,40.87,$53.13M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,44.515,$144.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,17.81,$148.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,22.3,$7.81M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,48.81,$1.54B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,33.96,$3.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhk
NFTY,First Trust India Nifty 50 Equal Weight ETF,34.93,$3.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nfty
FTAG,First Trust Indxx Global Agriculture ETF,22.64,$3.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.276,$7.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftri
LEGR,First Trust Indxx Innovative Transaction & Process ETF,33.46,$46.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/legr
NXTG,First Trust Indxx NextG ETF,57.49,$321.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nxtg
FPXI,First Trust International Equity Opportunities ETF,42.58,$59.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpxi
FPXE,First Trust IPOX Europe Equity Opportunities ETF,22.455,$2.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpxe
FJP,First Trust Japan AlphaDEX Fund,49.2481,$64.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,67.1366,$1.38B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,78.2107,$1.08B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,25.725,$20.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,56.32,$1.12B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,22.5354,$131.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fln
LMBS,First Trust Low Duration Opportunities ETF,52.12,$4.81B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lmbs
LDSF,First Trust Low Duration Strategic Focus ETF,20.6165,$120.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ldsf
FMB,First Trust Managed Municipal ETF,56.485,$1.41B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,40.265,$26.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,73.77,$892.62M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,51.03,$336.8M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,23.795,$15.47M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,35.3931,$51.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,82.265,$193.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,57.125,$82.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.48,$759.53M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,20.065,$9.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcef
FMHI,First Trust Municipal High Income ETF,54.385,$100.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmhi
QABA,First Trust NASDAQ ABA Community Bank Index Fund,50.3225,$130.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qaba
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,36.6916,$86.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/robt
FTXO,First Trust Nasdaq Bank ETF,27.3322,$125.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,29.2,$220.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,58.5299,$38.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,32.44,$1.44B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,22.1674,$3.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,35.105,$19.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,14.8536,$4.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,23.685,$7.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,24.6465,$4.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,43.4104,$49.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxl
TDIV,First Trust NASDAQ Technology Dividend Index Fund,45.86,$1.21B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,25.265,$1.26M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,78.86,$966.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,61.88,$108.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,108.42,$3.16B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,29.54,$63.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/airr
RDVY,First Trust Rising Dividend Achievers ETF,36.6991,$1.28B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rdvy
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,52.6666,$21.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,59.59,$223.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,64.6475,$71.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,62.33,$34.28M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rfeu
FID,First Trust S&P International Dividend Aristocrats ETF,18.255,$20.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fid
FTSL,First Trust Senior Loan Fund ETF,47.87,$1.73B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,64.3,$559.41M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,48.61,$221.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fyc
RNSC,First Trust Small Cap US Equity Select ETF,21.89,$7.66M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnsc
FYT,First Trust Small Cap Value AlphaDEX Fund,36.255,$68.88M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fyt
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.7769,$10.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sdvy
FKO,First Trust South Korea AlphaDEX Fund,19.815,$1.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,35.2156,$237.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,51.225,$84.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,54.9625,$151.15M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fsz
FIXD,First Trust TCW Opportunistic Fixed Income ETF,52.595,$1.51B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fixd
TUSA,First Trust Total US Market AlphaDEX ETF,36.79,$16.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,40.31,$18.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fku
RNDV,First Trust US Equity Dividend Select ETF,24.5,$4.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rndv
FUNC,First United Corporation,23.97,$170.43M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/func
FUSB,"First US Bancshares, Inc.",11.76,$72.41M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fusb
MYFW,"First Western Financial, Inc.",18.33,$145.54M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/myfw
FCFS,"FirstCash, Inc.",85.92,$3.61B,1991,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/fcfs
SVVC,"Firsthand Technology Value Fund, Inc.",6.62,$47.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/svvc
FSV,FirstService Corporation,110.96,$4.6B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/fsv
FISV,"Fiserv, Inc.",121.06,$82.31B,1986,Technology,EDP Services,https://old.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",114.93,$6.4B,2012,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",4.53,$164.86M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fprx
FVE,Five Star Senior Living Inc.,4.73,$149.25M,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/fve
FIVN,"Five9, Inc.",75.98,$4.64B,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,13.64,$6.87B,1994,Technology,Electrical Products,https://old.nasdaq.com/symbol/flex
FLXN,"Flexion Therapeutics, Inc.",16.74,$639.05M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,52.83,$121.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/skor
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.655,$53.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,31.3767,$11.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aset
ESG,FlexShares Trust,80.7011,$42.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esg
ESGG,FlexShares Trust,111.9937,$100.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgg
LKOR,FlexShares Trust,59.81,$17.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lkor
QLC,FlexShares Trust,38.1446,$55.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qlc
FPAY,"FlexShopper, Inc.",2.93,$51.76M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/fpay
FPAYW,"FlexShopper, Inc.",3.25,n/a,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/fpayw
